age,dailyrate,distancefromhome,hourlyrate,monthlyrate,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,performancescore,workloadindicator
0.5111555978148671,0.7305030405391097,-1.013771250874322,1.383743168391206,0.7273004195013625,2.109500685824335,-1.1862071096090936,-0.9198185655924411,-0.31829002992529665,-2.177328763176035,-2.477784573565491,1.0821891622750692,1.5891132429365773
1.3869238916819775,-1.3116356468448191,-0.14396165629175356,-0.250026062698163,1.4891093355835179,-0.6945488715923366,2.1597900941206216,0.24621406048686562,-0.04515909826290533,0.15353356078125008,0.33126659158779814,-0.5317709074280937,-0.6292817736211584
0.07327145088131201,1.4029448197384353,-0.8895127373625266,1.2847268513554866,-1.6702643766356053,1.3083436694195716,-0.07087470836585519,-0.9198185655924411,-0.4548554957564923,0.15353356078125008,0.33126659158779814,-0.3300258987151981,1.5891132429365773
-0.36461269605224317,1.450090184331746,-0.765254223850731,-0.49756685528746136,1.2437810405740102,-0.6945488715923366,-1.1862071096090936,-0.9198185655924411,-0.31829002992529665,0.15353356078125008,0.33126659158779814,0.2752091274234878,1.5891132429365773
-1.021438916452576,-0.5374591335230867,-0.8895127373625266,-1.2896973915732162,0.3277296781443439,2.510079194026716,-0.9073740092982839,0.24621406048686562,-0.591420961587688,0.15353356078125008,0.33126659158779814,-0.5317709074280946,-0.6292817736211584
-0.47408373278563193,0.48981354761536605,-0.8895127373625266,0.641120790623311,-0.341449561332391,-1.0951273797947183,-0.6285409089874744,-0.9198185655924411,-0.31829002992529665,-0.6234205472045116,-1.0732589909888461,1.0821891622750692,-0.6292817736211584
2.4816342590158653,1.2813594057872657,-0.765254223850731,0.7401371076590303,-0.6081107515601166,0.5071866530148084,1.3232907931881928,2.5782793126454786,0.22797183339948598,0.15353356078125008,-1.0732589909888461,-0.1282808900023034,1.5891132429365773
-0.6930258062524096,1.3657247950595057,1.8441745598969745,0.04702288840899499,-0.1349976608981886,-0.6945488715923366,1.8809569938098119,0.24621406048686562,-1.2742482907436665,-0.6234205472045116,0.33126659158779814,0.8804441535621745,-0.6292817736211584
0.1827424876147008,-1.4679597504963229,1.719916046385179,-1.0916647575017775,-0.7733003415064499,-1.0951273797947183,1.6021238934990023,-0.9198185655924411,-0.04515909826290533,-0.6234205472045116,0.33126659158779814,0.2752091274234887,-0.6292817736211584
-0.14567062258546556,0.003471891810687915,0.8501064518026105,0.8886615832126094,0.30625643493126914,-1.0951273797947183,-0.6285409089874744,0.24621406048686562,-0.591420961587688,1.7074417767527736,0.33126659158779814,0.07346411871059222,-0.6292817736211584
-0.8024968429857983,-1.6242838541478266,0.725847938290815,-0.8441239649124791,-0.22664490153961223,-1.0951273797947183,-0.9073740092982839,-0.9198185655924411,-0.04515909826290533,0.15353356078125008,0.33126659158779814,-0.3300258987151981,1.5891132429365773
-0.5835547695190207,-0.34143367021405835,2.0926915869205653,-1.7352708182339531,0.12254090966385178,-0.6945488715923366,0.48679149225576396,0.24621406048686562,-0.7279864274188836,-1.4003746551902734,-1.0732589909888461,0.2752091274234878,-0.6292817736211584
-0.25514165931885435,1.3359487753163624,1.222881992337997,1.3342350098733464,-0.7773704333572942,-1.0951273797947183,-1.1862071096090936,0.24621406048686562,-1.0011173590812752,-0.6234205472045116,0.33126659158779814,1.0821891622750692,-0.6292817736211584
-0.9119678797191871,-1.7483506030775913,1.8441745598969745,-0.7946158063946194,-0.18945268290258732,0.9077651612171901,-0.3497078086766648,-0.9198185655924411,-0.591420961587688,0.9304876687670118,0.33126659158779814,-0.3300258987151981,1.5891132429365773
-0.47408373278563193,-1.175162223022078,-0.51673719682714,0.6906289491411707,0.10612019426561814,-1.0951273797947183,-0.9073740092982839,1.4122466865661722,-0.4548554957564923,1.7074417767527736,-1.0732589909888461,0.07346411871059222,1.5891132429365773
-1.5687941001195198,0.782611075089611,0.8501064518026105,1.4827594854269253,-0.9786294579817988,-0.6945488715923366,-0.6285409089874744,1.4122466865661722,-1.2742482907436665,-0.6234205472045116,-1.0732589909888461,1.687424188413756,1.5891132429365773
1.8248080386155325,1.0208192330347596,-0.8895127373625266,0.5916126321054513,1.0840650224270882,-0.29397036338995497,0.2079583919449544,-0.9198185655924411,2.8227156841922034,0.15353356078125008,0.33126659158779814,0.4769541361363834,-0.6292817736211584
0.1827424876147008,-1.083352828814052,-0.8895127373625266,-1.0421565989839177,-1.4021997064593126,0.9077651612171901,-1.1862071096090936,-0.9198185655924411,-0.591420961587688,0.15353356078125008,0.33126659158779814,1.0821891622750692,1.5891132429365773
-1.3498520266527423,-0.33398966527827245,0.22881388424363294,1.4827594854269253,-0.8511934786519172,-1.0951273797947183,0.7656245925665737,0.24621406048686562,-0.7279864274188836,1.7074417767527736,-1.0732589909888461,0.8804441535621736,-0.6292817736211584
-0.036199585852076784,1.0183378980561644,-0.019703142779958056,0.78964526617689,-1.0260670802433627,1.708922177621953,2.1597900941206216,-0.9198185655924411,-0.04515909826290533,0.9304876687670118,0.33126659158779814,-1.3387509422796753,-0.6292817736211584
-0.25514165931885435,-0.9642487498414778,-0.26822016980354907,-0.6460913308410404,0.9818916821714122,-1.0951273797947183,-1.1862071096090936,-0.9198185655924411,0.3645372992306817,0.9304876687670118,0.33126659158779814,-0.5317709074280946,-0.6292817736211584
-1.6782651368529085,-1.033726129242146,0.725847938290815,1.4827594854269253,0.6995115165197363,-0.6945488715923366,-0.3497078086766648,-0.9198185655924411,-1.4108137565748622,2.4843958847385355,0.33126659158779814,1.0821891622750692,-0.6292817736211584
